都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,医療機関の種類,住所,方書,lat,lon,電話番号,内線番号,FAX番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,URL,備考
473502,0000000916,沖縄県,南風原町,高橋歯科医院,タカハシシカイイン,無床診療所,南風原町字兼城563-1,,26.19524041,127.72167624,(098)889-5655,,,,,,,,,,,歯科;小児歯科,0,,
473502,0000000917,沖縄県,南風原町,つかざん歯科,ツカザンシカ,無床診療所,南風原町字津嘉山1567,,26.18532473,127.71140308,(098)889-6838,,,,,,,,,,,歯科,0,,
473502,0000000918,沖縄県,南風原町,ムーミン歯科,ムーミンシカ,無床診療所,南風原町字津嘉山1709-3　フラッシュユキ1F,,26.18155849,127.71496963,(098)888-2728,,,,,,,,,,,歯科,0,,
473502,0000000919,沖縄県,南風原町,医療法人明歯会　みなみ歯科医院,イリョウホウジンアキラハカイ　ミナミシカイイン,無床診療所,南風原町字宮平248番5,,26.19871804,127.73602183,(098)888-1482,,,,,,,,,,,歯科;小児歯科;矯正歯科,0,,
472158,0000000920,沖縄県,南城市,船越歯科医院,フナコシシカイイン,無床診療所,南城市玉城字船越980　城マンション1F,,26.15192821,127.75227554,(098)949-7878,,,,,,,,,,,歯科;小児歯科,0,,
472158,0000000921,沖縄県,南城市,松山歯科,マツヤマシカ,無床診療所,南城市佐敷字津波古1006,,26.17977349,127.77420299,(098)947-3537,,,,,,,,,,,歯科;小児歯科;矯正歯科,0,,
473481,0000000922,沖縄県,与那原町,よなばる中央歯科,ヨナバルチュウオウシカ,無床診療所,与那原町字与那原77　上原ビル2F,,26.20026564,127.76087244,(098)945-5588,,,,,,,,,,,歯科,0,,
473481,0000000923,沖縄県,与那原町,ひまわり歯科医院,ヒマワリシカイイン,無床診療所,与那原町字与那原1107番地,,26.20160428,127.75568945,(098)945-6480,,,,,,,,,,,歯科,0,,
472158,0000000924,沖縄県,南城市,おおざと歯科医院,オオザトシカイイン,無床診療所,南城市大里字平良2505-1,,26.17902854,127.74798860,(098)945-4108,,,,,,,,,,,歯科;小児歯科,0,,
473626,0000000925,沖縄県,八重瀬町,ナガシマ歯科医院,ナガシマシカイイン,無床診療所,八重瀬町字具志頭342-9,,26.12063062,127.74336611,(098)998-1088,,,,,,,,,,,歯科,0,,
472158,0000000926,沖縄県,南城市,コマカ歯科クリニック,コマカシカクリニック,無床診療所,南城市知念字久手堅長堂原327-1番地,,26.17013419,127.82601051,(098)948-3108,,,,,,,,,,,歯科,0,,
473626,0000000927,沖縄県,八重瀬町,上地歯科医院,ウエチシカイイン,無床診療所,八重瀬町字宜次706-4,,26.17549245,127.71868904,(098)998-2355,,,,,,,,,,,歯科;小児歯科;矯正歯科;歯科口腔外科,0,,
472123,0000000928,沖縄県,豊見城市,ゆがふ歯科クリニック,ユガフシカクリニック,無床診療所,豊見城市字豊見城469-1　コーポめーばる1F,,26.18287156,127.67847842,(098)853-6209,,,,,,,,,,,歯科;歯科口腔外科;小児歯科,0,,
472107,0000000929,沖縄県,糸満市,まえざと歯科,マエザトシカ,無床診療所,糸満市字真栄里2058-2 　リーブル沖縄1階,,26.11998448,127.66880851,(098)995-0542,,,,,,,,,,,歯科;小児歯科;矯正歯科,0,,
473294,0000000930,沖縄県,西原町,まちだ歯科クリニック,マチダシカクリニック,無床診療所,西原町字翁長504,,26.23709775,127.74756338,(098)944-2700,,,,,,,,,,,歯科,0,,
473294,0000000931,沖縄県,西原町,さわふじ歯科,サワフジシカ,無床診療所,西原町字呉屋93-1,,26.22592416,127.75875465,(098)946-5188,,,,,,,,,,,歯科;小児歯科;矯正歯科,0,,
472158,0000000932,沖縄県,南城市,アトール歯科,アトールシカ,無床診療所,南城市大里字仲間1155番地,,26.17411509,127.74717504,(098)944-5610,,,,,,,,,,,歯科,0,,
472107,0000000933,沖縄県,糸満市,しおひら歯科医院,シオヒラシカイイン,無床診療所,糸満市字潮平619-2,,26.14524392,127.67295787,(098)992-1110,,,,,,,,,,,歯科,0,,
472107,0000000934,沖縄県,糸満市,かみや歯科クリニック,カミヤシカクリニック,無床診療所,糸満市字潮平798-4,,26.15263223,127.67158282,(098)994-2000,,,,,,,,,,,歯科;歯科口腔外科,0,,
472158,0000000935,沖縄県,南城市,トモヨセ歯科,トモヨセシカ,無床診療所,南城市大里字仲間1162-2,,26.17383453,127.74585019,(098)944-6480,,,,,,,,,,,歯科,0,,
472107,0000000936,沖縄県,糸満市,サンプラザ糸満歯科クリニック,サンプラザイトマンシカクリニック,無床診療所,糸満市字兼城400番地,,26.13943876,127.67299127,(098)992-0311,,,,,,,,,,,歯科,0,,
472107,0000000937,沖縄県,糸満市,かしわ歯科,カシワシカ,無床診療所,糸満市字糸満1473-2　1F,,26.12612859,127.67371643,(098)992-4171,,,,,,,,,,,歯科,0,,
473294,0000000938,沖縄県,西原町,サンユー歯科,サンユーシカ,無床診療所,西原町字小橋川154-5　玉那覇ビル1Ｆ,,26.22564658,127.76484034,(098)944-6990,,,,,,,,,,,歯科,0,,
472123,0000000939,沖縄県,豊見城市,ねま歯科クリニック,ネマシカクリニック,無床診療所,豊見城市宜保二丁目6番地7　豊和マンション1F,,26.17739986,127.67583458,(098)850-0207,,,,,,,,,,,歯科;小児歯科;歯科口腔外科,0,,
473626,0000000940,沖縄県,八重瀬町,こちんだ歯科クリニック,コチンダシカクリニック,無床診療所,八重瀬町字東風平391-1　101号,,26.15415812,127.72135349,(098)998-8715,,,,,,,,,,,歯科;小児歯科,0,,
472107,0000000941,沖縄県,糸満市,アサヒ歯科医院,アサヒシカイイン,無床診療所,糸満市字糸満1278-2　1Ｆ,,26.12558965,127.67015832,(098)994-0900,,,,,,,,,,,歯科,0,,
472123,0000000942,沖縄県,豊見城市,真玉橋歯科医院,マダンバシシカイイン,無床診療所,豊見城市真玉橋147,,26.192295,127.693565,(098)856-0345,,,,,,,,,,,歯科;小児歯科;矯正歯科,0,,
472123,0000000943,沖縄県,豊見城市,寺西歯科医院,テラニシシカイイン,無床診療所,豊見城市字豊見城419-1,,26.18298251,127.67589518,(098)891-6480,,,,,,,,,,,歯科;小児歯科,0,,
472107,0000000944,沖縄県,糸満市,かなばやし歯科,カナバヤシシカ,無床診療所,糸満市賀数469番地　ニューワールド101,,26.15089138,127.69010124,(098)992-6480,,,,,,,,,,,歯科;小児歯科,0,,
472158,0000000945,沖縄県,南城市,ふさとデンタルクリニック,フサトデンタルクリニック,無床診療所,南城市玉城字富里8番地,,26.14390152,127.76785504,(098)948-7778,,,,,,,,,,,歯科,0,,
472123,0000000946,沖縄県,豊見城市,トヨミ歯科,トヨミシカ,無床診療所,豊見城市字根差部710番地　マックスバリューとよみ店,,26.18989604,127.68799938,(098)850-5108,,,,,,,,,,,歯科,0,,
473502,0000000947,沖縄県,南風原町,よなみね歯科クリニック,ヨナミネシカクリニック,無床診療所,南風原町字宮平59-2　1-1,,26.19767924,127.73416375,(098)800-7005,,,,,,,,,,,歯科;小児歯科;矯正歯科,0,,
472123,0000000948,沖縄県,豊見城市,医療法人社団恵仁会　きらら歯科クリニック,イリョウホウジンシャダンケイジンカイ　キララシカクリニック,無床診療所,豊見城市宜保2丁目7番地7　オアシス光2階,,26.17881360,127.67596224,(098)840-5557,,,,,,,,,,,歯科;小児歯科;矯正歯科,0,,
472123,0000000949,沖縄県,豊見城市,とよみデンタルクリニック　,トヨミデンタルクリニック　,無床診療所,豊見城市字平良95番地1,,26.16960146,127.69342584,(098)891-6408,,,,,,,,,,,歯科;小児歯科;口腔外科,0,,
473502,0000000950,沖縄県,南風原町,医療法人社団恵仁会　あっぷる歯科クリニック,イリョウホウジンシャダンケイジンカイ　アップルシカクリニック,無床診療所,南風原町字津嘉山1467番3,,26.18909096,127.70951131,(098)889-1182,,,,,,,,,,,歯科;小児歯科,0,,
472123,0000000951,沖縄県,豊見城市,金城歯科クリニック,キンジョウシカクリニック,無床診療所,豊見城市字根差部419,,26.19010165,127.69151850,(098)856-0136,,,,,,,,,,,歯科;小児歯科;口腔外科,0,,
472123,0000000952,沖縄県,豊見城市,豊崎デンタルクリニック,トヨサキデンタルクリニック,無床診療所,豊見城市字豊崎1-423,,26.15708390,127.65936076,(098)856-2238,,,,,,,,,,,歯科;小児歯科;矯正歯科,0,,
472123,0000000953,沖縄県,豊見城市,しおはま歯科医院,シオハマシカイイン,無床診療所,豊見城市字豊見城368-1　1Ｆ,,26.18364631,127.67583123,(098)851-1234,,,,,,,,,,,歯科;矯正歯科;小児歯科;歯科口腔外科,0,,
472158,0000000954,沖縄県,南城市,南城歯科クリニック,ナンジョウシカクリニック,無床診療所,南城市玉城字堀川788番地,,26.13020542,127.76292809,(098)948-4855,,,,,,,,,,,歯科;小児歯科;矯正歯科;歯科口腔外科,0,,
472107,0000000955,沖縄県,糸満市,やすだ歯科医院,ヤスダシカイイン,無床診療所,糸満市字糸満1922,,26.13045612,127.67571067,(098)852-3301,,,,,,,,,,,歯科;小児歯科,0,,
472158,0000000956,沖縄県,南城市,しんかい歯科,シンカイシカ,無床診療所,南城市佐敷字新開1-111,,26.17643494,127.77541417,(098)947-1455,,,,,,,,,,,歯科,0,,
472107,0000000957,沖縄県,糸満市,あおば歯科医院,アオバシカイイン,無床診療所,糸満市字福地165-1,,26.09866405,127.67658066,(098)997-4019,,,,,,,,,,,歯科,0,,
472158,0000000958,沖縄県,南城市,ふたば歯科医院,フタバシカイイン,無床診療所,南城市佐敷字新開1-143,,26.17644603,127.77458089,(098)947-4550,,,,,,,,,,,歯科,0,,
472123,0000000959,沖縄県,豊見城市,オレンジ歯科クリニック,オレンジシカクリニック,無床診療所,豊見城市字高嶺364-1　コモンズ栄Ａ-1,,26.16739049,127.69375360,(098)856-6480,,,,,,,,,,,歯科,0,,
473481,0000000960,沖縄県,与那原町,マリンタウン東浜総合歯科,マリンタウンヒガシハマソウゴウシカ,無床診療所,与那原町字東浜22番4,,26.20679005,127.76253308,(098)871-9933,,,,,,,,,,,歯科;小児歯科;矯正歯科;歯科口腔外科,0,,
473626,0000000961,沖縄県,八重瀬町,ちゅら歯科 　,チュラシカ 　,無床診療所,八重瀬町字伊覇309番地,,26.16285191,127.72466675,(098)998-0648,,,,,,,,,,,"歯科;小児歯科
歯科口腔外科;矯正歯科（第４日曜又は第５日曜のみ　９：３０～１４：３０）",0,,
473481,0000000962,沖縄県,与那原町,"iデンタルクリニック
","アイデンタルクリニック
",無床診療所,与那原町字東浜80-3,,26.20713157,127.75853892,(098)944-4007,,,,,,,,,,,歯科;小児歯科;（歯科）口腔外科,0,,
473502,0000000963,沖縄県,南風原町,医療法人尚仁会　メディカルプラザ歯科,イリョウホウジンナオジンカイ　メディカルプラザシカ,無床診療所,南風原町字与那覇283　メディカルプラザはえばる3F,,26.20041515,127.73886870,(098)888-6480,,,,,,,,,,,歯科;歯科口腔外科;小児歯科,0,,
473294,0000000964,沖縄県,西原町,伊熊歯科,イクマシカ,無床診療所,西原町字呉屋108-2,,26.22731005,127.75561593,(098)994-3669,,,,,,,,,,,歯科;歯科口腔外科;小児歯科;矯正歯科,0,,
472158,0000000965,沖縄県,南城市,みのり歯科,ミノリシカ,無床診療所,南城市大里字高平高宮城原97番地2,,26.17170692,127.74309778,(098)943-8686,,,,,,,,,,,歯科;小児歯科;歯科口腔外科,0,,
472085,0000000966,沖縄県,浦添市,医療法人なかわか　くくる歯科医院,イリョウホウジンナカワカ　ククルシカイイン,無床診療所,浦添市字経塚600番地,,26.23424173,127.72137659,(098)943-9968,,,,,,,,,,,歯科;小児歯科;歯科口腔外科,0,,
473481,0000000967,沖縄県,与那原町,医療法人社団恵仁会　東浜アクア歯科,イリョウホウジンシャダンケイジンカイ　ヒガシハマアクアシカ,無床診療所,与那原町字東浜99番3,,26.20355414,127.75757808,,,,,,,,,,,,歯科;矯正歯科;小児歯科;歯科口腔外科,0,,
473502,0000000968,沖縄県,南風原町,はえばる歯科医院,ハエバルシカイイン,無床診療所,南風原町字照屋368番地　サンキャッスル102号,,26.18677749,127.72750405,(098)889-8788,,,,,,,,,,,歯科,0,,
473502,0000000969,沖縄県,南風原町,まじきな歯科クリニック,マジキナシカクリニック,無床診療所,南風原町字新川215-3　　　,,26.20400063,127.72713896,,,,,,,,,,,,歯科;小児歯科;矯正歯科,0,,
472085,0000000970,沖縄県,浦添市,高良歯科医院,タカラシカイイン,無床診療所,浦添市屋富祖1-2-10,,26.25147879,127.71249054,(098)879-0849,,,,,,,,,,,歯科,0,,
472085,0000000971,沖縄県,浦添市,高宮城歯科医院,タカミヤギシカイイン,無床診療所,浦添市牧港1-31-20,,26.26475301,127.72302558,(098)877-3621,,,,,,,,,,,歯科,0,,
472085,0000000972,沖縄県,浦添市,しろま歯科医院,シロマシカイイン,無床診療所,浦添市屋富祖1-3-6,,26.25234812,127.71138780,(098)878-6121,,,,,,,,,,,歯科,0,,
472085,0000000973,沖縄県,浦添市,伊禮歯科医院,イレイシカイイン,無床診療所,浦添市屋富祖3-7-3,,26.25362836,127.70572423,(098)877-9039,,,,,,,,,,,歯科;歯科口腔外科;小児歯科;矯正歯科,0,,
472085,0000000974,沖縄県,浦添市,三愛歯科医院,サンアイシカイイン,無床診療所,浦添市勢理客1-2-28,,26.24300133,127.70044433,(098)876-1203,,,,,,,,,,,歯科;小児歯科,0,,
472085,0000000975,沖縄県,浦添市,ちはる歯科クリニック,チハルシカクリニック,無床診療所,浦添市字仲間3-3-9,,26.24516036,127.72814517,(098)877-6480,,,,,,,,,,,歯科;小児歯科;矯正歯科,0,,
473570,0000000976,沖縄県,南大東村,南大東村立歯科診療所,ミナミダイトウソンタチシカシンリョウジョ,無床診療所,南大東村字在所308番地,,25.83014121,131.23007686,(098)022-2568,,,,,,,,,,,"歯科

",0,,
473588,0000000977,沖縄県,北大東村,北大東村立歯科診療所,キタダイトウソンリツシカシンリョウジョ,無床診療所,北大東村字中野209-3,,25.94509996,131.29816625,(098)023-4408,,,,,,,,,,,歯科,0,,
472085,0000000978,沖縄県,浦添市,歯ならび矯正クリニック,ハナラビキョウセイクリニック,無床診療所,浦添市宮城1丁目26番8号　平安ビル203号,,26.25152014,127.70341611,(098)875-4187,,,,,,,,,,,歯科,0,,
472085,0000000979,沖縄県,浦添市,ラビット歯科,ラビットシカ,無床診療所,浦添市屋富祖1-5-2,,26.24955393,127.71164620,(098)876-0045,,,,,,,,,,,歯科,0,,
472085,0000000980,沖縄県,浦添市,サンタ歯科,サンタシカ,無床診療所,浦添市港川2-22-1,,26.26396388,127.71429559,(098)942-1988,,,,,,,,,,,歯科;小児歯科,0,,
472085,0000000981,沖縄県,浦添市,にこにこ歯科・小児歯科,ニコニコシカ・ショウニシカ,無床診療所,浦添市当山2丁目9-3,,26.24866031,127.73775267,(098)873-2525,,,,,,,,,,,歯科;小児歯科;矯正歯科,0,,
472085,0000000982,沖縄県,浦添市,ながみね歯科医院,ナガミネシカイイン,無床診療所,浦添市西原5丁目11番3号,,26.24794376,127.74004694,(098)876-6086,,,,,,,,,,,歯科;小児歯科,0,,
472085,0000000983,沖縄県,浦添市,東京デンタルクリニック,トウキョウデンタルクリニック,無床診療所,浦添市内間4-16-10　ファミリータウンTOMA,,26.23957404,127.70537192,(098)870-6677,,,,,,,,,,,歯科;小児科;矯正歯科,0,,
472085,0000000984,沖縄県,浦添市,ねま歯科医院,ネマシカイイン,無床診療所,浦添市内間3-12-6　かりゆしビル2F,,26.23651032,127.70196391,(098)874-0648,,,,,,,,,,,歯科;小児歯科;矯正歯科,0,,
472085,0000000985,沖縄県,浦添市,とみしま歯科クリニック,トミシマシカクリニック,無床診療所,浦添市字西原5丁目2番5-101,,26.25040741,127.73915805,(098)879-8889,,,,,,,,,,,歯科;小児歯科;歯科口腔外科,0,,
472085,0000000986,沖縄県,浦添市,医療法人仁陽会　島デンタルクリニック,イリョウホウジンジンヨウカイ　シマデンタルクリニック,無床診療所,浦添市宮城5-2-1（琉球銀行　内間支店2階）,,26.24192385,127.70568849,(098)878-3034,,,,,,,,,,,歯科;小児歯科;矯正歯科,0,,
472085,0000000987,沖縄県,浦添市,湖城歯科クリニック,コグスクシカクリニック,無床診療所,浦添市大平1-36-5,,26.24708185,127.70933253,(098)874-1256,,,,,,,,,,,歯科;小児歯科,0,,
472085,0000000988,沖縄県,浦添市,おおひら歯科クリニック,オオヒラシカクリニック,無床診療所,浦添市字安波茶1-27-8,,26.24778487,127.71891800,(098)877-3397,,,,,,,,,,,歯科;小児歯科　,0,,
472085,0000000989,沖縄県,浦添市,浦添歯科クリニック,ウラソエシカクリニック,無床診療所,浦添市字安波茶3-7-7,,26.24476311,127.72591759,(098)879-2812,,,,,,,,,,,歯科;小児歯科;矯正歯科,0,,
472085,0000000990,沖縄県,浦添市,さわだ歯科,サワダシカ,無床診療所,浦添市勢理客2-5-23-102,,26.24392339,127.69786112,(098)875-4555,,,,,,,,,,,歯科;小児歯科,0,,
472085,0000000991,沖縄県,浦添市,ふく・ざと歯科医院,フク・ザトシカイイン,無床診療所,浦添市宮城3-14-1,,26.24633444,127.70238854,(098)875-0121,,,,,,,,,,,歯科,0,,
472085,0000000992,沖縄県,浦添市,医療法人健生会　上原歯科クリニック,イリョウホウジンケンセイカイ　ウエハラシカクリニック,無床診療所,浦添市前田1丁目48番1-201号,,26.23822239,127.73861124,(098)879-1555,,,,,,,,,,,歯科;小児歯科;矯正歯科;歯科口腔外科,0,,
472085,0000000993,沖縄県,浦添市,くばがわ小児歯科,クバガワショウニシカ,無床診療所,浦添市城間3-16-1,,26.25565343,127.71260985,(098)876-1908,,,,,,,,,,,歯科;小児歯科;矯正歯科,0,,
472085,0000000994,沖縄県,浦添市,医療法人南友会　うちま歯科医院,イリョウホウジンミナミユウカイ　ウチマシカイイン,無床診療所,浦添市内間2-10-12,,26.23693537,127.70478316,(098)877-3030,,,,,,,,,,,歯科;小児歯科;矯正歯科;口腔外科,0,,
472085,0000000995,沖縄県,浦添市,町の歯いしゃさん　DENTAL CLINIC,マチノハイシャサン　DENTAL CLINIC,無床診療所,浦添市沢岻1-17-2,,26.23476092,127.71433819,(098)874-5151,,,,,,,,,,,歯科,0,,
472085,0000000996,沖縄県,浦添市,カルシウム歯科,カルシウムシカ,無床診療所,浦添市字経塚467,,26.23360840,127.71909345,(098)873-0648,,,,,,,,,,,歯科;小児歯科,0,,
472085,0000000997,沖縄県,浦添市,ティダの杜歯科　,ティダノモリシカ　,無床診療所,浦添市内間3-2-3,,26.23603820,127.70398881,(098)870-5088,,,,,,,,,,,歯科;小児歯科;口腔外科;矯正歯科,0,,
472085,0000000998,沖縄県,浦添市,バークレー歯科,バークレーシカ,無床診療所,浦添市当山2丁目2番2-4号 バークレーズコートサービスコート内,,26.25235995,127.73640543,(098)878-0648,,,,,,,,,,,歯科;矯正歯科,0,,
472085,0000000999,沖縄県,浦添市,宮城歯科医院,ミヤギシカイイン,無床診療所,浦添市港川2丁目28番8号,,26.26505553,127.71628431,(098)879-1487,,,,,,,,,,,歯科;小児歯科,0,,
472085,0000001000,沖縄県,浦添市,経塚歯科クリニック,キョウヅカシカクリニック,無床診療所,浦添市字経塚437,,26.23526380,127.71972111,(098)876-1102,,,,,,,,,,,歯科;小児歯科;口腔外科,0,,
472085,0000001001,沖縄県,浦添市,医療法人社団秋桜会　ファーストデンタルクリニックさくら,イリョウホウジンシャダンコスモスカイ　ファーストデンタルクリニックサクラ,無床診療所,浦添市宮城3丁目3番1号,,26.24576521,127.70704660,(098)875-8044,,,,,,,,,,,歯科　,0,,
472085,0000001002,沖縄県,浦添市,みのり歯科クリニック ,ミノリシカクリニック ,無床診療所,浦添市伊祖2丁目21番16号,,26.25503696,127.71710125,(098)879-3343,,,,,,,,,,,歯科;小児歯科;歯科口腔外科,0,,
472085,0000001003,沖縄県,浦添市,やかデンタルクリニック,ヤカデンタルクリニック,無床診療所,浦添市字経塚801-2　1Ｆ,,26.23948303,127.72555943,,,,,,,,,,,,歯科;小児歯科;歯科口腔外科,0,,
472085,0000001004,沖縄県,浦添市,慎次デンタルクリニック,シンジデンタルクリニック,無床診療所,浦添市牧港2-43-7　グリーンエクセル1F,,26.26321708,127.72434777,(098)988-0828,,,,,,,,,,,歯科;小児歯科;口腔外科,0,,
472085,0000001005,沖縄県,浦添市,あーる歯科,アールシカ,無床診療所,浦添市宮城4-3-2　1階,,26.24389035,127.70633282,(098)988-4973,,,,,,,,,,,歯科;小児歯科,0,,
472085,0000001006,沖縄県,浦添市,ウェルネス　デンタルケア,ウェルネス　デンタルケア,無床診療所,浦添市港川1-2-6,,26.26078929,127.71778995,(098)879-6070,,,,,,,,,,,歯科,0,,
472085,0000001007,沖縄県,浦添市,みやら歯科診療所,ミヤラシカシンリョウジョ,無床診療所,浦添市字経塚705,,26.23675546,127.72411796,(098)878-6661,,,,,,,,,,,歯科;矯正歯科;小児歯科;歯科口腔外科,0,,
472085,0000001008,沖縄県,浦添市,中央歯科,チュウオウシカ,無床診療所,浦添市城間4丁目3番18号-1F,,26.25615629,127.71611239,(098)942-4444,,,,,,,,,,,歯科;口腔外科;小児歯科;矯正歯科,0,,
472085,0000001009,沖縄県,浦添市,みやびデンタルクリニック,ミヤビデンタルクリニック,無床診療所,浦添市字経塚745-7　経塚駅前医療モール　1F,,26.23545563,127.72585121,(098)878-4181,,,,,,,,,,,歯科;小児歯科;矯正歯科;歯科口腔外科,0,,
472085,0000001010,沖縄県,浦添市,おおせと歯科医院,オオセトシカイイン,無床診療所,浦添市宮城4丁目15-5　コーポ南十字103号,,26.24588728,127.70317740,,,,,,,,,,,,歯科;小児歯科;歯科口腔外科,0,,
473502,0000001011,沖縄県,南風原町,沖縄県口腔保健医療センター,オキナワケンコウクウホケンイリョウセンター,無床診療所,南風原町字新川218番地1,,26.20586152,127.72673887,(098)888-0648,,,,,,,,,,,歯科,0,,
472085,0000001012,沖縄県,浦添市,なな歯科クリニック,ナナシカクリニック,無床診療所,浦添市宮城5-9-10　1F,,26.24278755,127.70286641,,,,,,,,,,,,歯科;小児歯科;歯科口腔外科;矯正歯科,0,,
472085,0000001013,沖縄県,浦添市,大西歯科クリニック,オオニシシカクリニック,無床診療所,浦添市伊祖3-9-3　2Ｆ,,26.25740902,127.71776504,,,,,,,,,,,,歯科;小児歯科,0,,
473502,0000001014,沖縄県,南風原町,みのる歯科,ミノルシカ,無床診療所,南風原町字津嘉山1371,,26.19268502,127.71285789,,,,,,,,,,,,歯科;小児歯科;歯科口腔外科,0,,
473481,0000001015,沖縄県,与那原町,池田歯科クリニック,イケダシカクリニック,無床診療所,与那原町字上与那原435-2番地　1階,,26.20027088,127.74729854,,,,,,,,,,,,歯科;小児歯科;歯科口腔外科,0,,
472123,0000001016,沖縄県,豊見城市,医療法人豊良会　モリヤデンタルオフィス,イリョウホウジンユタカリョウカイ　モリヤデンタルオフィス,無床診療所,豊見城市字翁長854-2-101,,26.16125645,127.66923268,(098)850-3239,,,,,,,,,,,歯科;歯科口腔外科;小児歯科;矯正歯科,0,,
472085,0000001017,沖縄県,浦添市,ライト歯科,ライトシカ,無床診療所,浦添市安波茶2丁目1-1　役所前アパート,,26.24643787,127.72266222,(098)988-8311,,,,,,,,,,,歯科口腔外科;小児歯科;矯正歯科,0,,
472085,0000001018,沖縄県,浦添市,サザン歯科まえだ,サザンシカマエダ,無床診療所,浦添市字前田真和志堂1143番31,,26.24604668,127.73865545,,,,,,,,,,,,歯科;小児歯科;矯正歯科;歯科口腔外科,0,,
473537,0000001019,沖縄県,渡嘉敷村,渡嘉敷村歯科診療所,トカシキソンシカシンリョウジョ,無床診療所,渡嘉敷村字渡嘉敷209番地,,26.19714601,127.36466870,(098)987-3220,,,,,,,,,,,歯科,0,,
473626,0000001020,沖縄県,八重瀬町,いちまる歯科口腔外科医院,イチマルシカコウクウゲカイイン,無床診療所,八重瀬町字東風平493-6,,26.15475250,127.71776776,,,,,,,,,,,,歯科;小児歯科;矯正歯科;歯科口腔外科,0,,
472085,0000001021,沖縄県,浦添市,医療法人志尚会　ライフデンタルクリニック浦添,イリョウホウジンココロザシナオカイ　ライフデンタルクリニックウラソエ,無床診療所,浦添市宮城3丁目7番5-103号,,26.24629568,127.70575777,(098)879-5404,,,,,,,,,,,歯科;小児歯科;矯正歯科;歯科口腔外科,0,,
472107,0000001022,沖縄県,糸満市,上原歯科医院,ウエハラシカイイン,無床診療所,糸満市糸満1367番地1,,26.12915056,127.67248590,,,,,,,,,,,,歯科;小児歯科,0,,
472123,0000001023,沖縄県,豊見城市,歯ーサーデンタルクリニック（シーサーデンタルクリニック）,ハーサーデンタルクリニック（シーサーデンタルクリニック）,無床診療所,豊見城市字渡橋名2番地1,,26.16760369,127.67632687,(098)856-7800,,,,,,,,,,,歯科;小児歯科;矯正歯科;歯科口腔外科,0,,
473618,0000001024,沖縄県,久米島町,医療法人恵歯会　具志川歯科医院,イリョウホウジンメグミハカイ　グシカワシカイイン,無床診療所,久米島町字大田564番地　1F,,26.34527489,126.75153631,(098)985-2321,,,,,,,,,,,歯科,0,,
472085,0000001025,沖縄県,浦添市,おかむら歯科医院,オカムラシカイイン,無床診療所,浦添市伊祖1-10-7,,26.25161498,127.71553199,,,,,,,,,,,,歯科;小児歯科;歯科口腔外科,0,,
472123,0000001026,沖縄県,豊見城市,よつば小児・矯正歯科,ヨツバショウニ・キョウセイシカ,無床診療所,豊見城市字豊崎1番地323　グラン大政101,,26.15660070,127.66095241,(098)851-3167,,,,,,,,,,,小児歯科;矯正歯科;歯科,0,,
472085,0000001027,沖縄県,浦添市,Ｍｉｃデンタルクリニック,マイクデンタルクリニック,無床診療所,浦添市宮城1丁目36-11　2階,,26.24986187,127.70129407,(098)879-7319,,,,,,,,,,,歯科;矯正歯科;歯科口腔外科,0,,
473561,0000001028,沖縄県,渡名喜村,渡名喜村歯科診療所,トナキムラシカシンリョウジョ,無床診療所,渡名喜村1916番1,,26.37154695,127.14079697,(098)989-2011,,,,,,,,,,,歯科;歯科矯正科;小児歯科,0,,
472123,0000001029,沖縄県,豊見城市,あおぞらデンタルオフィス,アオゾラデンタルオフィス,無床診療所,豊見城市字豊崎1-326,,26.15623965,127.66137463,(098)850-9009,,,,,,,,,,,歯科;小児歯科;歯科口腔外科;歯科矯正,0,,
472085,0000001030,沖縄県,浦添市,ほかまデンタルクリニック,ホカマデンタルクリニック,無床診療所,浦添市城間3丁目1-3,,26.25608397,127.71324590,(098)876-8211,,,,,,,,,,,歯科;矯正歯科;小児歯科;歯科口腔外科,0,,
472085,0000001031,沖縄県,浦添市,たなだ歯科,タナダシカ,無床診療所,浦添市牧港2-46-12　メディカルプラザ牧港4階,,26.26532803,127.72591420,,,,,,,,,,,,歯科;歯科口腔外科;小児歯科,0,,
472085,0000001032,沖縄県,浦添市,てぃーだ歯科クリニック,ティーダシカクリニック,無床診療所,浦添市城間2-5-1（102）,,26.25430914,127.71367927,(098)874-5648,,,,,,,,,,,歯科;小児歯科;歯科口腔外科,0,,
472085,0000001033,沖縄県,浦添市,広栄歯科　,ヒロサカエシカ　,無床診療所,浦添市西原1-9-3,,26.25444039,127.73926347,,,,,,,,,,,,歯科;小児歯科;歯科口腔外科,0,,
473626,0000001034,沖縄県,八重瀬町,サザン歯科やえせ,サザンシカヤエセ,無床診療所,八重瀬町字伊覇273番地6　八重の結1階,,26.16021601,127.72488070,(098)998-7171,,,,,,,,,,,歯科;小児歯科;歯科口腔外科;矯正歯科,0,,
